ID,y
1,85.82776985958415
2,103.29645645000457
3,84.96199341044709
4,79.95097498143599
5,122.78482655686028
8,94.2137873906492
10,114.28695838117031
11,95.1142244604485
12,118.41009717538466
14,95.03775286463582
15,117.83850410690937
16,105.4002471356969
17,103.06441705313526
19,95.34634829314376
20,105.68583043166038
21,104.59162281880916
22,118.30786905329236
23,102.63352362450607
26,96.89039591419453
28,94.65657265849177
29,97.63300434138469
33,97.50236589596395
35,94.8116847350307
41,98.0551988073685
42,94.68326109363684
43,117.84479714340554
45,103.8901119014304
46,104.29272767864884
51,94.10565951920168
53,81.73664894246346
55,112.87988463269838
56,94.37139425301027
57,104.18817747988416
58,95.46164405034764
59,104.46843798782405
63,112.27069530096091
64,95.20184561151265
65,105.01044348002088
69,94.61920850604292
71,95.42657832931127
72,104.36337297599547
73,94.46149099410647
76,104.39388885543715
77,104.4425326886516
78,116.10559442292035
82,94.51903436229776
83,104.97357679276618
84,94.4182900427893
85,104.08087046581309
87,112.39200115037593
88,97.44833389923619
89,113.10388930185232
91,94.75744224866887
93,94.35897250679963
94,104.70698660515083
95,96.33621224074554
96,111.7459552491907
97,94.36339082115168
98,113.3293381765483
99,94.00432981269424
101,104.4009616340957
103,113.10340751997924
104,94.29332771469956
105,112.07737165388622
110,94.96109588155835
111,112.40805289327571
113,112.96555212160504
114,93.717586229315
115,115.0092336014769
117,113.10292573810622
120,94.30385103254994
121,112.64483684058555
122,94.03840678554707
123,113.10613732786433
126,112.6437875892482
132,112.42113328081095
135,104.91259095325373
137,104.53548792796178
138,94.7840339655653
140,94.35319659359769
142,113.68992144849696
144,112.66223961061976
148,94.0105642658364
149,115.15413686583108
155,94.63419801836505
156,112.48657427343309
157,94.61601811933258
162,112.46525057931396
163,94.67033526720064
167,94.5440858159725
172,116.58290394911845
179,113.28466853744382
180,94.23426080429013
181,111.97653831958618
182,95.16449449499117
183,113.10065448070478
185,113.10058565472295
187,112.43531092737672
188,94.28890880951383
189,94.11068790307792
191,94.42149364599828
192,113.6775027353743
193,94.87952663733773
194,112.11664694386914
195,93.77709210931806
196,112.8368148164329
198,94.81056389859694
199,112.71343172886682
201,104.60454571221786
204,94.56064748581298
205,104.92878250064328
206,94.35053278942911
210,94.30230457761027
211,104.38381506504274
216,112.73727044734372
219,115.98556951145733
220,94.21794471270815
221,112.07264142420527
226,111.9749897349943
227,94.15835102051858
228,112.60208988016487
230,112.53663955442536
231,93.75270800819902
235,116.94057662284516
236,93.99994214545441
238,113.31568593613773
242,104.49074616800684
243,94.53570611786935
244,79.99301886681877
245,112.07542207764303
247,118.46954279940277
248,93.98752723585898
249,94.39458420153673
250,111.8140113476326
251,93.99942595059045
253,116.93995718900848
254,93.98776595888958
256,94.36882200860342
257,93.57528791198419
258,112.56627642793606
259,94.04931245382821
262,80.9073539619227
266,94.83376028174601
267,115.10343433530974
272,103.89872581248554
273,113.08731866406006
275,101.64718959001425
276,113.86628748074392
279,94.77392675826528
280,104.88143769731082
283,94.42002765723117
285,112.74734593747175
288,113.08680246919616
289,95.09679318312521
290,104.65941977718043
291,94.60394648016094
292,111.60361457411486
293,112.38178142761868
296,108.5566242538226
297,112.14974813362787
298,115.90786512137893
299,94.51139126719153
304,93.86471100070901
305,87.24457261794552
306,94.37945157044948
307,111.93157495593513
311,110.70875332952559
313,111.94287099161775
314,93.65838173356812
316,94.47533287215683
324,95.08875609557796
327,94.75381695692658
329,93.94911689926315
330,112.10718576005635
337,104.31876257335549
338,94.95589780859424
339,105.34422246131155
340,95.0811272266806
343,93.74626726602978
345,115.91811309089823
346,94.4515198491554
347,115.59317898788615
349,112.60571224733482
350,93.53294155622018
352,112.55888089592506
353,94.06291822380567
354,78.6501264394725
357,94.2487342720301
358,112.97593756962218
362,114.62048495764051
364,117.02424971043243
365,110.17661355153624
366,94.45789858231058
367,112.49995542785169
368,94.78800573787984
370,78.94613354906639
373,94.87583512279625
377,94.04503973210578
378,112.49699393611527
382,104.30648263068909
384,112.59672145357965
390,94.66630471395982
392,112.18026404815234
393,112.0516338424886
395,94.90736001199485
396,105.06890685525897
399,78.85220828724584
406,111.93967058346115
408,111.93960175747932
409,94.08536387794155
410,79.69474475733384
412,112.01523957230674
413,93.1557573167893
419,94.50404076647669
420,112.88758979188938
421,93.21339743761729
430,103.69066216184208
434,94.14418034471751
436,94.74386814651243
437,94.29274138837255
438,93.40610216427447
439,113.04245693999277
440,94.19467342494582
443,113.23259066170235
446,94.58182241066007
448,94.57133651554284
452,94.81408865018258
453,103.98811078241854
457,104.42848536679642
458,94.40051712688722
459,114.9408613917233
460,104.2247693898315
462,104.98122104647203
464,104.42339468486452
465,115.97710391568833
467,118.22965494162682
471,112.37068782824528
472,78.19928330124264
473,95.70647577533819
475,94.76958648293672
480,94.65931116689032
488,112.51657926467058
490,111.92527737859476
491,104.15400080834857
492,79.04887112601983
493,94.24313609253016
497,93.43185052609601
498,112.52125090202307
499,94.43600241227261
500,109.98220168355888
501,94.38929383054585
502,114.79690222400231
506,81.4125423122295
510,112.0060864930202
511,93.62786029508118
512,93.84894463828542
516,107.68272095444306
518,93.92842005184164
519,115.09473116319444
521,93.73169347550163
522,112.82330365968326
526,112.42684045992505
529,94.86785352631563
532,111.88924275085415
533,94.56798252394509
536,113.21285402084212
537,101.16059030753743
539,94.5297895089748
540,104.31864572533985
541,94.53424848304303
543,94.13422572856882
546,112.40923791175047
547,93.99053998864974
548,79.46003111479689
551,93.92683796980282
552,104.21879521548945
556,103.88675886920461
557,94.94529102475408
558,112.49338254658389
559,94.79470217417571
560,104.8622825983812
562,104.92899481203804
566,94.44982106182007
570,112.51877316667603
571,94.2881300475878
572,104.91415010410648
573,94.36460670369058
575,115.97331848668594
576,111.23271947879462
577,93.2412533891887
579,93.5961576967808
580,111.83443914479298
581,112.38302174521036
589,111.92187049249262
591,103.30231651074658
593,94.6242939039789
594,103.40496640671054
595,94.5616305116389
598,93.87307736458504
602,111.78909278838236
604,112.66956563749895
606,112.99994539449429
608,94.27980101903356
609,104.38063962971088
610,94.10407206014702
616,111.81932722549831
617,94.31391756757387
618,103.99308313880184
620,104.46367902372825
622,112.82032325568852
623,93.36586689102975
624,129.11186577896186
626,111.97941269812932
628,112.22833956503709
629,94.35538177325131
630,112.4823622730921
637,94.88023580850637
638,104.6635056551336
643,94.87831736585409
645,94.65363302338673
646,115.50945493122188
648,95.50322556492915
652,94.44233731364295
653,94.27910628549247
654,112.51588247543785
656,112.40464477378939
657,94.69889285569226
659,94.5939041144691
660,104.71834603360637
663,93.94565614239733
664,112.86731107161299
666,103.74451488828564
668,111.63949353488883
669,94.03340096454315
671,95.15765187435838
675,93.80505755906134
677,94.26934504579444
678,111.39841187756994
679,104.60500011947957
682,94.61851543039327
685,104.16686083549374
687,94.42481843860023
688,94.31194524108935
693,112.35116807723804
696,95.35063953326431
698,94.0201552357627
701,96.43341385677965
704,104.32334076128998
705,116.34114250041719
709,113.04352472181708
710,93.93996181495933
711,104.2422400491811
712,94.76285057833525
714,111.87601101796085
715,94.29737098301638
716,111.93852665397256
717,94.06266985716468
720,115.94626962066636
721,94.39288641363694
724,107.87614135382907
725,94.44885487857712
726,113.14763673215438
728,112.84822186273058
731,94.33372415165766
734,105.07673271791938
738,94.31896604338996
745,112.23563998885979
746,94.03720415967138
751,80.07323470392225
754,94.13957488730205
756,94.26638912161792
758,94.18710151063917
759,113.65722153205562
761,116.35593079901886
766,94.45398416145088
767,111.87983023024552
768,93.377295464376
769,112.74373765468053
770,97.2066484007845
771,79.14411304119855
772,104.92089723655565
773,93.900093480995
774,112.4547842275613
776,112.57061254258011
777,94.52538212236217
780,116.90583003276143
782,104.32172372635878
787,103.48397827113061
788,94.521220674233
792,93.54535905658724
793,112.06367047202158
798,94.49894370819604
800,93.79777015196632
806,111.96120157951535
809,112.77932885720364
811,114.11904554114571
812,93.19466410756843
814,116.00383584728311
816,104.16490800317203
817,94.78422907905852
818,108.0101891847606
820,112.57520072124888
