id,price_doc
30474,5587621.0
30475,8475370.0
30476,5095185.5
30477,6772502.0
30478,4899001.5
30479,8204401.0
30480,4353586.0
30481,3780741.0
30482,3814225.75
30483,4478976.5
30484,6676889.5
30485,4636494.5
30486,3208719.0
30487,2777399.5
30488,6361115.0
30489,6450784.5
30490,18893342.0
30491,17439424.0
30492,5116615.5
30493,12810309.0
30494,6735324.5
30495,10065135.0
30496,10162571.0
30497,8557310.0
30498,3803278.0
30499,7932716.5
30500,10594789.0
30501,6448994.5
30502,2610123.5
30503,6907922.0
30504,5234078.0
30505,11688328.0
30506,3036870.75
30507,4427133.0
30508,5232940.0
30509,7118297.5
30510,8661732.0
30511,6691162.0
30512,6344617.5
30513,4388681.5
30514,3369183.25
30515,9018767.0
30516,5712217.5
30517,10306614.0
30518,8461261.0
30519,4327334.5
30520,6980997.0
30521,5328568.0
30522,7106793.5
30523,6391270.0
30524,10078236.0
30525,15266189.0
30526,4495015.0
30527,4872791.5
30528,6667332.5
30529,6787729.5
30530,6332214.0
30531,14120855.0
30532,4464030.0
30533,9776586.0
30534,7677632.0
30535,8826886.0
30536,5506446.5
30537,11076105.0
30538,5458308.5
30539,9708130.0
30540,9066300.0
30541,6724176.5
30542,1392371.125
30543,5287610.0
30544,6916782.0
30545,9473299.0
30546,3929755.5
30547,9203490.0
30548,4115686.25
30549,4681499.0
30550,11856574.0
30551,4642392.5
30552,678101.6875
30553,6497932.0
30554,10819569.0
30555,6299027.0
30556,8340399.5
30557,7361528.0
30558,10310192.0
30559,6755711.0
30560,6182220.0
30561,7068967.5
30562,10851686.0
30563,4733504.0
30564,7436237.5
30565,7480558.0
30566,7832951.0
30567,781261.75
30568,10015593.0
30569,9556982.0
30570,6792988.0
30571,7001158.5
30572,4719661.0
30573,6489528.5
30574,5771482.0
30575,8055479.5
30576,3811531.25
30577,3176463.75
30578,2656227.75
30579,7255247.0
30580,3700895.75
30581,5057410.5
30582,12041726.0
30583,6756265.0
30584,4362946.5
30585,1927078.5
30586,8864958.0
30587,5849765.0
30588,9260295.0
30589,7330786.5
30590,11656202.0
30591,4980246.5
30592,6122327.0
30593,9819644.0
30594,8014147.5
30595,5543995.0
30596,6517643.5
30597,6494153.0
30598,8904570.0
30599,10550545.0
30600,5375433.5
30601,6101192.5
30602,1550280.25
30603,11764821.0
30604,4439216.0
30605,6778227.0
30606,21626192.0
30607,6833422.0
30608,8721803.0
30609,6499642.5
30610,3502938.5
30611,5323697.0
30612,7158306.0
30613,9420594.0
30614,17913224.0
30615,7678694.0
30616,5565354.0
30617,9763747.0
30618,4949763.0
30619,3992599.5
30620,2246345.0
30621,8308018.0
30622,9170634.0
30623,5925509.0
30624,7508812.0
30625,7712012.5
30626,6539790.0
30627,7688476.5
30628,6454723.0
30629,4606353.0
30630,4607319.5
30631,5688862.5
30632,3425077.5
30633,6260106.5
30634,10695108.0
30635,8961700.0
30636,5303503.0
30637,9032746.0
30638,5872240.5
30639,7840589.0
30640,4330356.0
30641,8718843.0
30642,6574515.0
30643,7927861.0
30644,8963051.0
30645,7312478.5
30646,5149585.5
30647,4862416.5
30648,22119078.0
30649,1742013.25
30650,4780307.0
30651,3273110.25
30652,4278208.5
30653,6380947.0
30654,4386953.5
30655,14706546.0
30656,3239917.25
30657,5809530.5
30658,8981430.0
30659,4120253.75
30660,8968472.0
30661,6799456.5
30662,7808472.5
30663,19171990.0
30664,13727422.0
30665,6326479.5
30666,2177417.0
30667,3823822.75
30668,8553304.0
30669,4900534.0
30670,1486888.625
30671,7359632.5
30672,16016934.0
30673,10302388.0
30674,10837414.0
30675,1339946.125
30676,7072042.0
30677,3942409.25
30678,17964000.0
30679,5710164.0
30680,5427175.5
30681,2387860.5
30682,8342881.5
30683,9100726.0
30684,5738431.5
30685,6878084.0
30686,9156180.0
30687,4931792.0
30688,3996161.25
30689,12989526.0
30690,22219208.0
30691,3826507.5
30692,6652901.5
30693,9663368.0
30694,6740362.5
30695,6950803.5
30696,6454993.5
30697,12417314.0
30698,7450235.5
30699,5868948.5
30700,4706604.0
30701,8963051.0
30702,6053741.5
30703,3683041.0
30704,10389471.0
30705,8121269.0
30706,19751094.0
30707,3306435.0
30708,12723086.0
30709,6404846.0
30710,6435883.0
30711,4945054.0
30712,3117575.5
30713,7608076.0
30714,6776805.0
30715,4098753.25
30716,9025702.0
30717,6931269.5
30718,10218179.0
30719,13204656.0
30720,6997874.0
30721,6497498.5
30722,7986512.5
30723,7596649.5
30724,11340044.0
30725,6810930.5
30726,11572686.0
30727,9040399.0
30728,10684771.0
30729,3177333.5
30730,6159997.0
30731,6453288.5
30732,3974016.0
30733,9994887.0
30734,7176454.0
30735,5118812.0
30736,5537912.5
30737,7142247.0
30738,5763847.5
30739,3733926.0
30740,6568461.0
30741,9730172.0
30742,4189455.0
30743,4911997.5
30744,8641642.0
30745,7110353.0
30746,5390048.0
30747,15516182.0
30748,17460924.0
30749,5006447.5
30750,6241484.0
30751,2532285.25
30752,6478324.0
30753,9035468.0
30754,5508216.5
30755,4985645.0
30756,7818017.5
30757,5207152.5
30758,9777258.0
30759,6062390.5
30760,4600075.5
30761,9209056.0
30762,7353606.0
30763,10655566.0
30764,6505236.0
30765,5638463.5
30766,2622854.25
30767,9735221.0
30768,3659429.25
30769,7099315.0
30770,6215579.5
30771,1847044.125
30772,8688488.0
30773,8537169.0
30774,5775077.5
30775,11187915.0
30776,5400313.0
30777,6404876.5
30778,9084840.0
30779,6217423.5
30780,7414985.5
30781,6861862.0
30782,5772115.0
30783,5465841.0
30784,3204373.75
30785,5181858.5
30786,4169227.5
30787,6483744.5
30788,5419929.0
30789,7298788.0
30790,6519552.0
30791,9496310.0
30792,7175571.0
30793,10146979.0
30794,12106669.0
30795,10996285.0
30796,13173663.0
30797,12791729.0
30798,1772469.125
30799,9322018.0
30800,15101375.0
30801,6129899.0
30802,18353806.0
30803,2386201.0
30804,2813284.0
30805,13207855.0
30806,7203689.5
30807,5822409.5
30808,9671186.0
30809,5395386.5
30810,10404820.0
30811,3977561.0
30812,4960565.5
30813,4678165.5
30814,1783473.625
30815,2869745.25
30816,8109806.5
30817,1320062.0
30818,7443425.0
30819,8713490.0
30820,4481908.0
30821,21361932.0
30822,8239309.0
30823,6918240.0
30824,3173793.25
30825,5894313.0
30826,9602680.0
30827,5668132.5
30828,5560817.5
30829,4609227.0
30830,8205723.5
30831,6496135.5
30832,5996603.5
30833,4945441.0
30834,3539332.5
30835,7761684.0
30836,7286547.5
30837,4828655.0
30838,4398813.5
30839,6385092.5
30840,10501237.0
30841,10468161.0
30842,7283157.0
30843,5428029.5
30844,7875654.0
30845,9603706.0
30846,4193280.25
30847,5892048.0
30848,8561326.0
30849,3767833.25
30850,3514680.75
30851,4568371.0
30852,7095768.5
30853,3409584.25
30854,6482254.5
30855,7082726.5
30856,8645945.0
30857,2038376.375
30858,4382646.5
30859,5976490.0
30860,5680541.0
30861,8034580.0
30862,6098336.5
30863,5363594.0
30864,5831378.5
30865,9205755.0
30866,7706946.5
30867,5985456.5
30868,8527502.0
30869,5291767.0
30870,5321666.5
30871,9107359.0
30872,4641852.5
30873,3434769.5
30874,4928011.5
30875,6399418.0
30876,4930117.5
30877,9509578.0
30878,5216895.0
30879,11031640.0
30880,6436601.5
30881,146104.375
30882,9632471.0
30883,4355446.5
30884,5445892.0
30885,5216556.5
30886,8642985.0
30887,5401204.0
30888,4303193.5
30889,4806313.0
30890,7561795.5
30891,2470760.5
30892,2755467.75
30893,4559652.5
30894,5409281.5
30895,3838371.25
30896,6354773.0
30897,8279370.0
30898,6628538.5
30899,6807852.5
30900,2830453.5
30901,6563790.0
30902,844731.6875
30903,7456810.5
30904,8112723.0
30905,5390140.5
30906,6395721.0
30907,11928093.0
30908,3482247.75
30909,11967083.0
30910,7685016.5
30911,3417289.5
30912,6594647.5
30913,16775873.0
30914,5902188.0
30915,8483376.0
30916,5552566.5
30917,11218601.0
30918,6870767.5
30919,4815099.0
30920,4905677.5
30921,3562064.0
30922,5779397.0
30923,2608871.75
30924,5123964.5
30925,13143871.0
30926,6926802.5
30927,8066042.0
30928,6018713.0
30929,5127792.5
30930,10352796.0
30931,10361923.0
30932,5191266.0
30933,4208560.5
30934,11814608.0
30935,6557308.0
30936,7312380.5
30937,9324348.0
30938,5453418.0
30939,13997771.0
30940,6835892.5
30941,6145891.0
30942,2638995.0
30943,7004758.0
30944,5361850.0
30945,2712670.5
30946,12870876.0
30947,7077251.0
30948,8117560.0
30949,5953309.0
30950,6243472.5
30951,15209659.0
30952,8309603.0
30953,10927226.0
30954,4665045.0
30955,6620180.5
30956,7913094.0
30957,5760957.0
30958,28575284.0
30959,7792865.0
30960,7923643.5
30961,9495640.0
30962,10699087.0
30963,3275742.75
30964,4575984.0
30965,6703853.5
30966,11619820.0
30967,10930603.0
30968,3361506.25
30969,2323474.25
30970,6247171.0
30971,9666483.0
30972,2913533.5
30973,5117201.0
30974,4875766.5
30975,7243217.5
30976,5580974.5
30977,7053331.0
30978,8008753.5
30979,3155305.25
30980,12793339.0
30981,6065906.5
30982,6250985.0
30983,3502046.75
30984,5451998.0
30985,2775927.25
30986,9215962.0
30987,8390084.0
30988,6161824.5
30989,7805747.5
30990,11803211.0
30991,8998921.0
30992,1926674.125
30993,7330709.5
30994,4998647.0
30995,7105933.0
30996,5602898.0
30997,7093150.0
30998,6891932.0
30999,7669443.5
31000,8266029.0
31001,6465387.0
31002,9804915.0
31003,9061615.0
31004,4007163.5
31005,1398946.25
31006,7918204.5
31007,5032459.5
31008,5934161.0
31009,7934918.0
31010,6524360.0
31011,3803379.5
31012,5439508.0
31013,7346386.5
31014,14012436.0
31015,9197418.0
31016,3557338.5
31017,9105831.0
31018,5457319.5
31019,4675315.5
31020,6929425.5
31021,11606618.0
31022,19248754.0
31023,9249280.0
31024,4509007.0
31025,7009008.0
31026,6271466.0
31027,3997712.5
31028,4109407.25
31029,8638997.0
31030,7359780.0
31031,8866395.0
31032,10130040.0
31033,8715385.0
31034,8138636.5
31035,9512100.0
31036,7359352.0
31037,23585370.0
31038,3865326.75
31039,9570791.0
31040,5740604.5
31041,3833118.25
31042,3275264.75
31043,6472562.0
31044,9812960.0
31045,7297583.5
31046,13533480.0
31047,8226707.0
31048,5562971.0
31049,5064191.5
31050,8306307.0
31051,6246688.5
31052,3279302.75
31053,14775430.0
31054,6595710.5
31055,5057169.0
31056,12014081.0
31057,6117203.0
31058,7800069.5
31059,2503193.75
31060,6875133.0
31061,6637090.5
31062,6046789.0
31063,3157237.75
31064,4982660.0
31065,10366034.0
31066,4587362.0
31067,8486159.0
31068,3656328.0
31069,4321709.0
31070,4574522.5
31071,2930451.25
31072,8475726.0
31073,146104.375
31074,7328347.0
31075,5439331.5
31076,7765600.5
31077,5369833.0
31078,4039512.75
31079,4944521.0
31080,6689152.0
31081,2687984.5
31082,10898211.0
31083,5567079.0
31084,9084909.0
31085,11238561.0
31086,3287585.25
31087,4872271.0
31088,8083915.5
31089,7333136.0
31090,26750664.0
31091,3101061.75
31092,7016980.5
31093,6476934.0
31094,5892351.5
31095,4964929.5
31096,19994818.0
31097,10518497.0
31098,9142464.0
31099,20107408.0
31100,4615706.5
31101,3575681.5
31102,6258292.0
31103,10569418.0
31104,5525410.0
31105,8905080.0
31106,3989372.0
31107,11957637.0
31108,6939305.5
31109,5548062.0
31110,8874567.0
31111,10762987.0
31112,5553419.5
31113,3250148.25
31114,4270984.5
31115,5737140.0
31116,6147608.5
31117,6461085.0
31118,3568010.5
31119,2744898.0
31120,5469512.0
31121,6163246.5
31122,5208066.5
31123,4679048.5
31124,5014484.5
31125,13943598.0
31126,16572555.0
31127,5768769.5
31128,5973264.5
31129,5596975.5
31130,12927760.0
31131,7628680.5
31132,9005617.0
31133,10125500.0
31134,6762485.5
31135,9774703.0
31136,9757808.0
31137,4110939.75
31138,7323589.0
31139,3603083.25
31140,7026234.5
31141,8516798.0
31142,9133592.0
31143,4840804.5
31144,3333620.25
31145,5737205.5
31146,5636130.0
31147,12444462.0
31148,6675113.5
31149,859588.75
31150,8739955.0
31151,5269955.0
31152,8870193.0
31153,5649298.5
31154,15944481.0
31155,6559084.0
31156,10298616.0
31157,4523742.0
31158,9163903.0
31159,6376506.0
31160,4747324.0
31161,2557096.75
31162,4520999.0
31163,5527971.5
31164,5839225.0
31165,6193562.0
31166,5430504.5
31167,7993447.0
31168,10885580.0
31169,9881760.0
31170,5553981.0
31171,11924862.0
31172,5520901.0
31173,10564943.0
31174,9946468.0
31175,15589453.0
31176,4750127.5
31177,8836420.0
31178,3461276.5
31179,4805804.5
31180,3509676.5
31181,7638290.0
31182,7628724.0
31183,8458333.0
31184,5385963.0
31185,4017203.75
31186,8481070.0
31187,3083768.0
31188,4575277.0
31189,4446236.5
31190,6855373.5
31191,12567304.0
31192,4104734.5
31193,4948304.5
31194,10148237.0
31195,7387155.0
31196,4707555.5
31197,13517718.0
31198,6242650.5
31199,6739661.5
31200,9540281.0
31201,3507404.5
31202,2946975.25
31203,6491521.5
31204,3445724.5
31205,9279726.0
31206,5983932.5
31207,3971833.5
31208,5309869.5
31209,3360772.25
31210,5779105.0
31211,7475601.5
31212,4691931.0
31213,10179954.0
31214,6936493.5
31215,4637600.5
31216,5447835.0
31217,7013113.5
31218,8701167.0
31219,2437477.75
31220,7220148.5
31221,3328632.5
31222,6407149.5
31223,9087335.0
31224,6867086.0
31225,9867559.0
31226,6522219.5
31227,8873586.0
31228,10559222.0
31229,4584773.0
31230,5674309.0
31231,3818480.25
31232,7126523.5
31233,6563539.5
31234,6761266.5
31235,5171175.0
31236,6783724.0
31237,11048907.0
31238,6687564.0
31239,12044184.0
31240,6413409.5
31241,6399693.0
31242,6777231.5
31243,3289824.5
31244,6906690.0
31245,7846842.5
31246,10807874.0
31247,5640206.0
31248,7365453.5
31249,9166875.0
31250,5870571.5
31251,6800798.5
31252,6436933.0
31253,8790536.0
31254,5362351.0
31255,11443861.0
31256,7137753.0
31257,4926846.5
31258,9527334.0
31259,9002852.0
31260,7723730.0
31261,20492928.0
31262,5390140.5
31263,5815672.5
31264,3359176.5
31265,14493407.0
31266,6944900.0
31267,3588512.75
31268,3852699.75
31269,8048599.0
31270,3949548.0
31271,5136803.0
31272,16520387.0
31273,7619773.5
31274,5680811.5
31275,6892175.0
31276,5080798.5
31277,5664711.5
31278,13001821.0
31279,14168770.0
31280,7688066.0
31281,6983400.5
31282,11578537.0
31283,6507997.5
31284,3571568.0
31285,4953370.5
31286,7528968.0
31287,9208723.0
31288,4095912.5
31289,9150000.0
31290,5750089.0
31291,5937722.0
31292,3368846.0
31293,6864899.0
31294,3390709.0
31295,18257684.0
31296,9229348.0
31297,7803514.5
31298,3642313.0
31299,9095988.0
31300,6596220.0
31301,6883228.5
31302,4674397.0
31303,8211602.5
31304,6487245.0
31305,9886775.0
31306,2392599.5
31307,6665012.0
31308,7761558.0
31309,9201120.0
31310,40385016.0
31311,4786452.0
31312,5833353.0
31313,11765562.0
31314,6669405.5
31315,9196874.0
