price_doc,id
5272296.367653039,30474
8107946.724687314,30475
5185750.396353665,30476
5728032.8085893085,30477
4944597.041325362,30478
9016915.060844721,30479
4203323.049152619,30480
4186101.1644097506,30481
4669143.561674239,30482
4659775.230266454,30483
6259257.365539866,30484
4861105.065108506,30485
3572343.8006137167,30486
3773264.3527157307,30487
6032296.811484254,30488
6099028.893542733,30489
22169553.822237,30490
19395832.835322715,30491
5692984.315237699,30492
13262772.406271348,30493
6686415.786852383,30494
10525109.224517386,30495
8360754.4832290225,30496
8265127.272184136,30497
4513798.924267792,30498
8010111.753994095,30499
10915411.956443854,30500
6815921.871154823,30501
3017177.0870115026,30502
6504457.832009585,30503
5609665.186516631,30504
11166318.852529934,30505
3249031.608257012,30506
4662247.502026932,30507
5326409.581898282,30508
7412997.730264861,30509
9101643.86990699,30510
6506141.057040448,30511
6155075.2789197555,30512
4196627.443538012,30513
3445384.4729595724,30514
9588616.810274737,30515
5763485.517156136,30516
11031530.297827471,30517
8120685.912024352,30518
4420281.84315529,30519
6873111.05815024,30520
5768022.8972636135,30521
7471767.742957401,30522
6378736.1411478575,30523
10461762.627392638,30524
11419391.734612228,30525
4834999.224044142,30526
4921871.113675996,30527
6534409.913711418,30528
6572834.4705664,30529
6181850.279011548,30530
14227439.446690485,30531
4706927.587333347,30532
10623313.120560715,30533
6562878.810967058,30534
9367148.252581922,30535
5783884.347218343,30536
11363505.11615398,30537
4832667.003847935,30538
8631910.333772201,30539
9530319.043008413,30540
6019969.076705272,30541
2097132.1852372594,30542
5507033.177277623,30543
6616074.525262194,30544
8390862.235838775,30545
4072036.1836208305,30546
9595466.144782627,30547
4459532.482396248,30548
5021003.070942649,30549
11869100.840686178,30550
5046545.026412402,30551
1809589.5514264975,30552
7092251.259036104,30553
10759581.628021495,30554
6170939.853125207,30555
8962729.911324838,30556
7150229.2557578795,30557
9345297.15439736,30558
6154736.918323896,30559
6060625.595649227,30560
6695147.643143969,30561
12179699.289809467,30562
4889969.068661552,30563
7073066.766784972,30564
6526262.01358224,30565
6918515.1627970785,30566
1947910.5305677028,30567
9709392.122801566,30568
9620591.441943228,30569
6609135.115101797,30570
7405893.679406054,30571
4784135.790949023,30572
6374901.013521205,30573
5901634.5703301355,30574
7397173.886622583,30575
4784592.431602161,30576
4065294.1373521313,30577
3234593.427278001,30578
6886524.129501631,30579
4427901.7499317955,30580
5425603.067770841,30581
12475259.668538917,30582
6755985.681272196,30583
4270458.551683295,30584
2488515.49023319,30585
9122261.718819082,30586
5694008.4501165915,30587
7688378.950609811,30588
7132870.392418057,30589
12345563.958529904,30590
5251537.5862436425,30591
6278763.108393864,30592
7755584.495188504,30593
6701859.704614795,30594
5424723.110600345,30595
6451188.768452529,30596
6374901.013521205,30597
9436733.570760697,30598
10439167.388064696,30599
5024246.840007085,30600
5814625.105724312,30601
1710249.3948335217,30602
12007743.1808149,30603
4514230.899536235,30604
6599958.434130468,30605
23907583.665827878,30606
6714230.698798875,30607
8538623.719195683,30608
6098884.942908022,30609
2947601.664010514,30610
5397974.235057793,30611
7027537.237881298,30612
8546431.678028263,30613
16497606.712388905,30614
7325228.7515212,30615
5513180.990729876,30616
9145892.440660667,30617
4899227.57924984,30618
4209125.99191948,30619
2594834.1830216404,30620
8818580.619948298,30621
7502247.935992887,30622
6184516.810646195,30623
6700888.115174684,30624
7957187.3026051605,30625
6137290.245950189,30626
7181366.3240816295,30627
6302610.257773066,30628
5231254.567718647,30629
4637706.979677902,30630
6036183.179290207,30631
4034280.978277021,30632
5772163.374557738,30633
11299002.34694414,30634
9499098.899177732,30635
5249002.5773769645,30636
9453106.764030864,30637
5842305.427959498,30638
7456821.067922638,30639
4535282.105822631,30640
8037218.146750424,30641
6413951.426105758,30642
7660603.491065112,30643
9434227.991424236,30644
7217241.471837896,30645
5149322.414907301,30646
4661155.059163203,30647
23214644.431546014,30648
2094969.4928701096,30649
4936617.128768661,30650
3356323.015427918,30651
4422923.7346797185,30652
7114378.685348376,30653
4368175.8358801175,30654
12532764.301483784,30655
3913011.9750296935,30656
6305765.357621768,30657
10659589.364967944,30658
4647858.838650553,30659
8351842.2722533755,30660
6555971.708627329,30661
8219284.948948908,30662
16450011.401139732,30663
11848731.779442718,30664
6067441.312880737,30665
2526243.2770731403,30666
4120389.1906153783,30667
8825871.792253515,30668
4874187.196793747,30669
2425855.7264224957,30670
7056799.208094303,30671
15560386.291256705,30672
10193631.968470212,30673
11297468.610723473,30674
2042523.5311156362,30675
6637961.110429016,30676
4160611.2978107557,30677
19412191.90868726,30678
5650014.586591717,30679
5024698.248670732,30680
2398319.6246110247,30681
8705381.530716386,30682
9461540.928870823,30683
4612281.8365529515,30684
7341431.849836037,30685
9372660.472516157,30686
4975739.952278858,30687
4381876.594467462,30688
14021040.639533887,30689
25008976.02781914,30690
4371204.546637676,30691
5901803.94028924,30692
11220566.837708987,30693
5497333.145111812,30694
6907373.194645069,30695
6556154.1707213875,30696
12008164.338247033,30697
7575043.581748671,30698
5812766.240876402,30699
4846050.275057848,30700
9434952.650466355,30701
6009092.838980571,30702
3756476.834597505,30703
11479551.76886387,30704
8806444.014647702,30705
23920178.591700885,30706
3525127.1590545075,30707
13500247.886169188,30708
5950570.146631209,30709
6830823.306296507,30710
4556802.585243043,30711
3991510.5277242903,30712
6191637.357759698,30713
6908881.150191122,30714
3871303.2730392716,30715
9460681.925446313,30716
6000664.348240238,30717
8276095.493219752,30718
13951483.829481298,30719
7258330.788125737,30720
4607429.95311224,30721
7154346.635807867,30722
6045222.523412702,30723
12034877.104126649,30724
6715957.658438492,30725
11394392.169146908,30726
9597101.82514439,30727
11213978.011294961,30728
3309626.1825396707,30729
6184635.772207215,30730
6347591.6543495115,30731
4356245.308576699,30732
9680025.574403929,30733
6845593.315874637,30734
5446420.913641715,30735
5484808.904920719,30736
6554339.74669209,30737
5955606.235537785,30738
4264215.477389578,30739
6769742.726645444,30740
11188418.074961567,30741
4090678.8790361807,30742
4901246.484515245,30743
9326055.806434572,30744
6705147.292186743,30745
5620930.397005128,30746
14114333.753588842,30747
16417729.874066625,30748
4683481.267211415,30749
6458577.396843728,30750
3193341.911161395,30751
7190152.271191098,30752
9706255.965315096,30753
5415323.459030628,30754
4911502.724029161,30755
6052299.406588129,30756
5219018.604717281,30757
10264160.49545508,30758
5814175.806107584,30759
4562701.927559164,30760
9614214.107829677,30761
6720046.287309347,30762
11861213.231451305,30763
6014985.366780579,30764
5869327.705980738,30765
3365610.646941542,30766
9598377.092066957,30767
4248325.880630032,30768
7029050.246438202,30769
6012275.349552949,30770
2770683.7025705874,30771
8287656.596998817,30772
8020648.532238957,30773
5591358.24425034,30774
11876209.394128744,30775
5748758.057991055,30776
6199952.049698781,30777
8880974.732617274,30778
6480927.492820252,30779
7429477.528793345,30780
6469125.870855265,30781
5288396.35116795,30782
5566626.650488973,30783
3577945.159917962,30784
5249469.626336383,30785
4177303.4234651728,30786
6083310.712939419,30787
5656719.271823219,30788
7341370.188483945,30789
6292201.574312606,30790
9974921.400550868,30791
6952605.9467268735,30792
11613534.433254445,30793
13673436.722807482,30794
11063317.62299447,30795
11567504.672072534,30796
14413456.719027456,30797
