id,price_doc
30474,5275979.5
30475,8106752.5
30476,5262005.0
30477,5710278.5
30478,4931853.0
30479,9035089.0
30480,4217331.0
30481,4179474.5
30482,4717946.5
30483,4623050.0
30484,6252768.0
30485,4861790.5
30486,3579113.75
30487,3787991.5
30488,5985165.0
30489,6096004.5
30490,22130642.0
30491,19262268.0
30492,5712806.0
30493,13416437.0
30494,6624380.0
30495,10515428.0
30496,8626927.0
30497,8359511.0
30498,4508366.5
30499,7925789.5
30500,10874685.0
30501,6803945.0
30502,3022202.5
30503,6513120.0
30504,5676387.0
30505,11251623.0
30506,3322536.75
30507,4647030.5
30508,5350326.5
30509,7365088.0
30510,9021503.0
30511,6518078.5
30512,6219594.0
30513,4235360.0
30514,3463274.0
30515,9506151.0
30516,5777534.5
30517,11109747.0
30518,8061620.0
30519,4438746.0
30520,6880603.5
30521,5913061.5
30522,7431516.0
30523,6389496.5
30524,10416416.0
30525,11317766.0
30526,4811362.5
30527,4929873.0
30528,6601726.5
30529,6594697.5
30530,6146770.0
30531,14237227.0
30532,4735482.0
30533,10471456.0
30534,6545618.0
30535,9286809.0
30536,5751476.5
30537,11461599.0
30538,4959298.0
30539,8679718.0
30540,9449568.0
30541,6058922.5
30542,2111477.75
30543,5520711.5
30544,6700101.5
30545,8305459.0
30546,4051940.25
30547,9520249.0
30548,4449002.0
30549,5015709.0
30550,11741261.0
30551,5020284.0
30552,1823414.875
30553,7122732.0
30554,10766149.0
30555,6182031.0
30556,8915787.0
30557,7451116.5
30558,9291947.0
30559,6361825.0
30560,6075650.5
30561,6685351.0
30562,11952073.0
30563,4912442.5
30564,7064081.5
30565,6577544.5
30566,6941218.5
30567,1944435.25
30568,9653714.0
30569,9562798.0
30570,6577676.0
30571,7405763.0
30572,4777705.0
30573,6348873.0
30574,6032562.0
30575,7401978.5
30576,4765418.5
30577,4154078.25
30578,3264216.75
30579,6919691.5
30580,4559496.0
30581,5408760.5
30582,12455599.0
30583,6727563.0
30584,4304946.5
30585,2479430.25
30586,9145010.0
30587,5693345.5
30588,7790687.5
30589,7186891.5
30590,12313141.0
30591,5247342.5
30592,6377096.0
30593,8007096.0
30594,6786810.5
30595,5536149.0
30596,6502575.5
30597,6348873.0
30598,9384225.0
30599,10521707.0
30600,5139567.0
30601,5861743.5
30602,1706443.875
30603,11976788.0
30604,4551207.0
30605,6546454.5
30606,23943310.0
30607,6693568.0
30608,8474917.0
30609,6097534.0
30610,2946449.75
30611,5387350.0
30612,7081301.5
30613,8471031.0
30614,16440231.0
30615,7361135.0
30616,5514208.0
30617,9163763.0
30618,4897534.5
30619,4249139.5
30620,2648980.0
30621,8767521.0
30622,7506613.5
30623,6154571.5
30624,6699015.5
30625,7920425.0
30626,6184325.0
30627,7221849.5
30628,6274696.5
30629,5217218.5
30630,4653110.0
30631,6005411.0
30632,3997651.5
30633,5749255.5
30634,11237532.0
30635,9422158.0
30636,5217895.0
30637,9370095.0
30638,5936233.0
30639,7373711.5
30640,4534782.5
30641,8102911.0
30642,6328730.5
30643,7670131.0
30644,9384225.0
30645,7169230.0
30646,5102903.0
30647,4638750.5
30648,23346010.0
30649,2124907.25
30650,4931801.0
30651,3409194.0
